Approved Symbol	UniProt ID(supplied by UniProt)
RPL29P19	
RPSAP47	
OR5BS1P	
THA1P	
PPIAP28	
EIF4A1P5	
RPL7P44	
GAPDHP22	
ARF4P3	
AKR1B1P5	
ADIPOR1P2	
GOLGA8EP	
HERC2P10	
RPL29P13	
POLR3KP2	
RPL23AP80	
RPLP0P4	
VDAC1P9	
RPL26P12	
RPS17P6	
RPL4P3	
RPS15P3	
RPL13P7	
KRT8P29	
ARPC3P2	
RNU6-201P	
TUBB8P10	
FAM96AP2	
RPL23AP15	
KRT18P32	
SUMO1P1	
RPL23AP12	
BZW1P1	
KRT18P46	
RPSAP24	
AHCYP5	
BICD1P1	
KRT8P30	
RPL23AP26	
GAMTP1	
RPL23AP38	
VENTXP7	
RPS25P4	
RPL32P7	
RPL31P23	
KRT18P35	
KRT18P34	
RPSAP31	
KRT18P25	
RPL17P20	
RPS15AP17	
RPL6P14	
RPS23P2	
KRT18P51	
KRT18P45	
POLD2P1	
KRT18P42	
RPL23AP44	
KRT18P16	
RPL28P3	
RPS10P11	
RPL19P13	
RPL10AP11	
HSPA8P11	
KRT18P37	
REXO1L8P	
RPS26P6	
RPSAP48	
CDK5P1	
RPL32P20	
GPS2P1	
SLC25A5P8	
MYO5BP2	
RPS6P13	
BEND3P2	
GAPDHP26	
RPL31P43	
AHCYP2	
RPL19P20	
PCNAP3	
KRT8P17	
GPR165P	
RPS6P26	
RPL6P29	
KRT18P49	
CROCCP1	
RPL19P21	
RPS27P17	
HNRNPKP3	
RPS4XP1	
GNAI2P2	
ST13P13	
IPMKP1	
RPS15P9	
RPL29P33	
CTBP2P7	
GAPDHP27	
RPS2P10	
RPS3AP10	
FDPSP8	
RPL7L1P8	
PKP4P1	
RPL23P5	
KRT8P25	
HSPA8P9	
B3GAT3P1	
RPL28P1	
RPL5P11	
DDX18P4	
VN1R37P	
RPS3AP21	
RPL13AP18	
KHSRPP1	
NOP56P2	
TUBB4AP1	
NANOGP4	
TRAPPC2P9	
NANOGP11	
RAB43P1	
HNRNPA1P16	
TBC1D3P5	
SUZ12P1	
RPL35P1	
P2RX6P	
NPM1P32	
RPS3P3	
RPS20P14	
RPS2P21	
KRT18P38	
RPL7AP34	
KRT19P1	
RPL35P5	
FAM90A4P	
FAM90A11P	
REXO1L3P	
REXO1L6P	
RPS26P35	
RPL36AP45	
FKBP4P7	
RPL7AP46	
RPL13AP22	
RPL13AP23	
RPL7AP9	
TET1P1	
TEX21P	
RPL28P4	
RPS16P7	
WDR82P2	
GAPDHP29	
RPL7P8	
PGCP1	
RPS15AP9	
KRT8P18	
RPL10P7	
OR7E162P	
RPL22P13	
KRT19P3	
DDX18P3	
RPL10P2	
RPLP2P1	
RPSAP2	
RPS17P1	
KRT18P9	
RPL31P28	
RPL31P33	
SLC25A51P1	
RPL17P25	
KRT18P50	
RPS7P8	
PRDX2P4	
C9orf108~withdrawn	
RPL7P28	
GSTM2P1	
KRT18P22	
NEPNP	
EEF1DP5	
RPL23AP46	
TUBB4BP7	
TUBBP6	
SAPCD2P2	
SAPCD2P4	
SAPCD2P1	
ARF1P1	
VENTXP5	
C9orf55B~withdrawn	
ZNF736P1Y	
RPL7AP38	
HMGB3P20	
EIF3IP1	
RPL27P11	
RPS17P12	
ST13P17	
RAC1P2	
PRYP1	
PRYP2	
ARGFXP1	
RPS26P28	
TAAR7P	
TAAR4P	
TPRX2P	
TPRX1P1	
DUXAP1	
DUXAP2	
DUXAP3	
DUXAP4	
DUXAP5	
DUXAP6	
C10orf124~withdrawn	
DUXAP7	
DUXAP8	
DUXAP9	
DUXAP10	
ARGFXP2	
DPRXP1	
DPRXP2	
DPRXP3	
DPRXP4	
DPRXP7	
DEFB108D	
RPL9P3	
TRIM53BP	
KRT18P23	
RPL7P46	
ANKRD30BP1	
HSPA8P14	
SETP22	
RPL21P69	
MYL6P4	
SETP4	
NFE2L3P1	
RPL36AP8	
UBTFL8	
RBPJP6	
KRT18P12	
BRDTP1	
RPL11P5	
RPL7P57	
KPNA2P1	
RPL29P26	
KCTD9P2	
VDAC1P10	
RPL12P33	
RPL35P8	
HMGN2P4	
ANKRD14~withdrawn	
RPL7P27	
SPDYE9P	
RPS2P26	
ARAFP2	
RPS6P3	
RPL32P23	
RPL22P19	
RPL10AP8	
RPS26P20	
DND1P2	
TRPC6P	
RPL23AP71	
RPS2P47	
LARP1BP3	
HMGB3P15	
AGGF1P2	
HMGB3P11	
NDUFA3P3	
HSP90AB7P	
CTSLP4	
HMGN2P7	
RPL39P21	
HMGB3P18	
FAM86MP	
RPL31P44	
TPM4P1	
SPCS2P2	
DNAJC19P9	
GEMIN8P2	
INTS4P2	
FUNDC2P3	
RPL21P107	
HMGB1P25	
CDRT15P2	
PABPC1P13	
PIGHP1	
C19orf64~withdrawn	
RPS15AP11	
RPL36AP36	
RPS28P3	
TRAF6P1	
CACYBPP2	
KRT16P3	
TNRC18P1	
RPS3AP26	
DBF4P1	
NACAP5	
AIFM1P1	
RPL5P30	
RPL12P8	
HMGB1P26	
ADIPOR1P1	
RPL29P17	
RPL7AP37	
RPL17P39	
RPS10P24	
GLTPP1	
PHB2P1	
RPSAP11	
SNRPD2P2	
TUBA3GP	
HMGB3P5	
GGT8P	
RPL17P6	
RPL21P68	
RPS4XP19	
EIF4BP6	
WIZP1	
AK4P3	
RPSAP56	
KPNA2P2	
DFNB74~withdrawn	
GTF2IP3	
RPL12P38	
ZNF890P	
RPS10P23	
EEF1A1P24	
RPS28P4	
RPS11P2	
RPS13P7	
RBMY3AP	
HNRNPA1P32	
HNRNPA1P1	
RPS3P7	
RPS18P9	
PSMA6P1	
RPL23AP20	
RPS3AP25	
RPS26P31	
BASP1P1	
POM121L10P	
RPL29P23	
RPS7P14	
AKAP8P1	
RPS8P4	
LRRC77P	
RPL36AP48	
SPATA31E2P	
NOP56P1	
RPS28P7	
SS18L2P1	
PRDX2P2	
PCED1CP	
RPL19P16	
SAR1AP1	
RPS4XP8	
RPS2P29	
COL6A4P2	
NAMPTP1	
TERF1P3	
CCT3P1	
ARL6IP1P2	
TMEM161BP1	
MAS1LP1	
DDX18P5	
DPPA5P1	
IRX1P1	
NIP7P2	
REREP3	
RPL32P19	
SPATA31E3P	
HMGB1P18	
RPL19P4	
RPL7P10	
RPLP1P12	
CHCHD3P3	
RPL23AP41	
HMGB1P16	
RPS4XP18	
ZNF652P1	
CHMP1AP1	
RPL3P8	
RPL27P4	
RPL7L1P7	
RPS20P26	
RPL15P20	
C8orf61~withdrawn	
RPL4P2	
RPS14P6	
RPS26P2	
UBTFL7	
RPL35P2	
RPL5P6	
RPS10P13	
RPL31P37	
LAGE3P1	
RPS15AP19	
NPM1P28	
ARL2BPP3	
RPL39P4	
RPL29P28	
SDCCAG3P2	
RPL12P40	
RPL17P33	
RPL7P52	
SEPT7P3	
ANKRD26P2	
RAB42P1	
GAPDHP35	
YY1P2	
ELK1P1	
RPL23AP16	
MROH3P	
MCKD1~withdrawn	
VN2R17P	
RPL7AP2	
PTPN20CP	
RPL21P98	
LCN1P2	
TSPY6P	
GUSBP3	
ABCC6P1	
TCAF1P1	
PPIAP22	
SRP9P1	
RPL15P3	
GTF2H2B	
TSPY7P	
RPL19P9	
PHC1P1	
MRPL45P2	
GGTLC5P	
RPL21P119	
RPS23P8	
RPL21P93	
SEC1P	
RPS26P25	
VN1R6P	
TPM3P6	
RPL23AP25	
RPS27P8	
PGGT1BP1	
RPL7P5	
RPL19P2	
RPL13P4	
RPL21P15	
RPL31P6	
RPL32P2	
RPS27P2	
RPL31P7	
ATP5J2P5	
ATP5J2P6	
H2AFVP1	
HMGB1P9	
H3F3AP1	
IFNNP1	
RWDD1P3	
RPL31P31	
HMGN2P5	
RPL21P17	
RPL21P45	
RPS11P5	
RPL13AP8	
RPS12P9	
RPL15P17	
RPL35P3	
H2AFZP3	
FAM60CP	
RPL23AP18	
ANKRD20A6P	
ST13P11	
RPS12P29	
RPL7P26	
PPIEL	
RPS28P6	
BCRP6	
RPL23AP21	
RPL23AP61	
RPL7AP64	
WDR82P1	
PNMA6B	
RPL23AP24	
RPL9P17	
SPDYE8P	
DYNC1I2P1	
RPSAP45	
GMPSP1	
RPL23AP48	
RPL15P7	
RPS27AP11	
RPL7P22	
HMGN2P3	
FAM133CP	
HNRNPA1P33	
DUSP8P4	
API5P2	
EIF4A1P4	
TATDN1P1	
THAP12P1	
HMGN1P37	
RPL21P134	
RPS10P4	
RPL29P15	
RPS26P53	
RPL7P20	
ABHD17AP1	
RPS15AP10	
RPS27AP7	
RPL10AP9	
SLC9A3P3	
RPL7AP11	
FTH1P20	
SKA2P1	
FAAHP1	
RPL29P3	
RPL17P50	
KRT18P29	
FAM92A1P1	
RPL36AP23	
RPLP1P2	
GTF2IRD1P1	
FABP5P2	
RPS13P2	
RPL31P30	
RPL21P14	
RPSAP26	
KRT18P15	
RPL13AP26	
RPL32P29	
FAHD2CP	
RPL17P9	
PMS2P8	
CETN4P	
RPL17P36	
NPM1P46	
KRT8P24	
RPL36AP37	
RPS10P6	
RPLP1P6	
RPL7P50	
SUSD2P2	
GAPDHP38	
RPL12P14	
ZNF962P	
RPL23AP74	
HMGN2P24	
AACSP1	
BRI3P1	
CNOT6LP1	
RPL34P31	
HMGN2P41	
NPIPB1P	
FAHD2P1	
RPL29P30	
RPL36AP46	
HMGB3P19	
RPL31P4	
METTL15P3	
KRT17P3	
NPM1P42	
HMGN2P25	
RPL12P1	
CDC26P1	
RPS10P8	
RPS15P5	
ARL6IP1P3	
RPL23AP63	
SEC14L1P1	
ST13P20	
ST13P1	
RNU6-632P	
ABCC6P2	
KRT8P13	
RPL5P5	
EEF1A1P32	
RPL14P3	
RPS3AP29	
DEPDC1P1	
RPS3AP39	
PAICSP5	
PAICSP4	
PAICSP7	
BRD7P6	
OR10D1P	
OR4C4P	
OR56B3P	
PCDH8P1	
ELOCP24	
OR4A2P	
OR11I1P	
OR2B7P	
OR4A18P	
RNA5SP89	
OR7E105P	
OR7E100P	
RNA5SP120	
OR4A13P	
OR5BN1P	
OR4A14P	
OR4A7P	
OR4A17P	
OR4A9P	
RNA5SP20	
OR7E96P	
RNA5SP122	
OR11H3P	
OR11H5P	
OR9N1P	
DNHD2~withdrawn	
OR13K1P	
OR2AM1P	
OR2AI1P	
OR13C1P	
TRIM51CP	
C22orf35~withdrawn	
OR4U1P	
OR2AS1P	
OR4T1P	
OR52Y1P	
BNIP3P21	
OR5BC1P	
OR55B1P	
PCDHB17P	
OR5BR1P	
OR5BQ1P	
OR5H4P	
OR7L1P	
OR7M1P	
OR5H7P	
DEFT1P2	
RNU6-840P	
OR9I3P	
OR9G3P	
IGHV1OR16-3	
IGHV1OR16-1	
IGHV3OR16-7	
IGHV3OR16-11	
IGHV3OR16-6	
IGKV1OR2-3	
OR7A3P	
POLR2KP2	
H3F3BP1	
PABPC1P6	
UBL5P3	
DDX55P1	
LAMTOR3P1	
RPS23P7	
EIF4A1P11	
UBE2D3P2	
CCT6P4	
THAP12P9	
NUTF2P6	
HIGD1AP12	
TPRG1LP1	
TTTY29P	
SNRPGP6	
RPS3AP4	
FCF1P11	
TSPY17P	
FRG1HP	
TTTY25P	
FAM86KP	
OCIAD2P1	
TSPY22P	
ZNF388~withdrawn	
USP17L16P	
MTHFD2P1	
ATP5LP5	
PCMTD1P2	
CICP28	
NDUFA4P2	
RNA5SP91	
NDUFA5P12	
ELOCP20	
ADI1P3	
TRMT112P4	
ISCA1P5	
VN1R104P	
HIGD1AP5	
UBE2V1P15	
AK3P5	
USMG5P1	
KRT125P	
GCSHP2	
CUBNP2	
MTND1P15	
RNU6-136P	
TMEM261P1	
RPL23AP88	
BRD7P1	
CICP25	
STMN1P2	
COX6B1P5	
KRT8P43	
RNY4P4	
MTCO3P22	
VN1R24P	
VN1R26P	
VN1R99P	
VN1R23P	
VN1R22P	
VN1R106P	
SPDYE22P	
VN1R29P	
VN1R98P	
RNY4P20	
VN1R107P	
VN1R111P	
VN1R109P	
RNY4P5	
RNY5P2	
RNY4P14	
RNY4P9	
SRD5B1~withdrawn	
KRT127P	
IPO8P1	
CCNL2P1	
CLUHP11	
SEPT7P8	
SNX2P1	
MTDHP5	
SNX18P4	
SNX18P7	
MTDHP3	
CDK8P1	
RNA5SP128	
ZNF863P	
PDLIM1P3	
RPL23AP85	
RPS23P10	
RPS23P9	
ZNF736P11Y	
ZNF839P1	
RNU6-1248P	
KIF3AP1	
ZNF619P1	
FTH1P23	
PRELID3BP9	
RNU6-138P	
CENPUP2	
RNA5SP23	
SEPHS1P2	
C2orf27AP1	
RNU5A-4P	
TRIM60P16	
IRF5P1	
TRIM60P7Y	
TRIM60P6Y	
PGAM1P9	
GSTA8P	
CNTNAP3P1	
NDFIP1P1	
FAM213AP1	
KATNBL1P1	
C2orf69P4	
AMMECR1LP1	
RNF6P1	
RBMX2P3	
DPPA2P1	
BNIP3P24	
MODY3~withdrawn	
NCAPGP2	
SOD2P1	
PGBD4P5	
USP9YP10	
SCML2P1	
HNRNPA1P46	
ANKRD20A10P	
TPT1P12	
MARK2P5	
MARK2P1	
HNRNPA1P74	
HNRNPA1P29	
MARK3P2	
RNA5SP77	
BNIP3P10	
MARK2P3	
RNA5SP129	
LARP7P4	
BNIP3P22	
BNIP3P38	
BNIP3P40	
BNIP3P26	
EEF1A1P23	
BNIP3P8	
RN7SKP28	
BZS~withdrawn	
ARAFP1	
ENPP7P4	
EEF1B2P8	
UBE2Q2P6	
EFTUD1P2	
CBX3P3	
SLC25A3P3	
MHAM~withdrawn	
ATP5F1P1	
VPS35P1	
ENPP7P1	
NUDT19P3	
GOT2P5	
SLC25A15P4	
RNY4P25	
ORW2~withdrawn	
FCF1P7	
ST13P14	
RAC1P6	
RAC1P9	
ELOCP21	
YWHAQP7	
RNA5SP90	
SLC25A6P4	
ELOCP8	
ELOCP13	
ELOCP7	
ELOCP14	
ELOCP9	
ELOCP4	
ELOCP17	
USP9YP19	
MINOS1P3	
ELOCP23	
TOMM22P1	
OSBPL9P6	
GAPDHP75	
RNY1P2	
SPD~withdrawn	
YBX1P3	
RNY3P2	
RNY3P3	
RNY3P7	
RNY4P24	
RNU4-9P	
RNA5SP85	
TIMM9P2	
TIMM9P1	
MTND1P2	
MTND3P9	
MTND3P5	
MTND3P7	
MTND2P7	
MTND3P2	
MTND3P6	
MTND3P4	
RNA5SP87	
WBSCR9~withdrawn	
MTND4P9	
MTND4P5	
RN7SKP30	
MTND4P6	
MTND5P7	
MTND4P24	
MTND5P2	
MTND5P5	
MTND5P4	
MTCYBP3	
RNU6-145P	
MTCO2P3	
MTND2P31	
MTND1P28	
MTND2P14	
MTND1P29	
MTND1P19	
MTND1P16	
MTND2P25	
RNA5SP22	
MTND2P20	
MTND2P29	
MTND2P30	
MTND4P17	
MTND4P15	
MTND4P25	
RNA5SP21	
MTND2P32	
MTND3P10	
MTND4P28	
MTND4P27	
MTND4P11	
RNA5SP40	
MTND4P29	
MTND5P22	
MTND5P18	
MTND5P29	
MTND5P23	
MTND5P20	
RNU6-148P	
RNA5SP41	
RNA5SP88	
MTND1P14	
MTND1P17	
MTND1P10	
RNA5SP131	
SEPT2P1	
MTND2P13	
RNU5F-2P	
MTND1P21	
RNA5SP28	
MTND4P19	
MTND2P16	
RNA5SP25	
RNA5SP26	
MTND4P18	
RNA5SP24	
RNA5SP139	
RNA5SP146	
RNA5SP145	
RNA5SP147	
RNA5SP138	
RNA5SP144	
RNA5SP143	
RNA5SP137	
RNA5SP136	
RNA5SP133	
RNA5SP148	
RNA5SP132	
RNA5SP155	
RNA5SP152	
RNA5SP158	
RNA5SP154	
RNA5SP153	
RNA5SP159	
RNA5SP164	
RNA5SP162	
RNA5SP157	
RNA5SP167	
RNA5SP151	
RNA5SP163	
RNA5SP181	
RNA5SP186	
RNA5SP176	
RNA5SP180	
RNA5SP177	
RNA5SP184	
RNA5SP183	
RNA5SP168	
RNA5SP173	
RNA5SP187	
RNA5SP171	
RNA5SP170	
RNA5SP198	
RNA5SP201	
RNA5SP192	
RNA5SP194	
RNA5SP204	
RNA5SP195	
RNA5SP202	
RNA5SP189	
RNA5SP191	
RNA5SP188	
RNA5SP193	
RNA5SP197	
RNA5SP220	
RNA5SP210	
RNA5SP215	
RNA5SP217	
RNA5SP208	
RNA5SP213	
PRSS17~withdrawn	
RNA5SP222	
RNA5SP218	
RNA5SP223	
RNA5SP209	
RNA5SP212	
RNA5SP207	
RNA5SP237	
RNA5SP239	
RNA5SP224	
RNA5SP240	
RNA5SP229	
RNA5SP230	
RNA5SP238	
RNA5SP231	
RNA5SP227	
RNA5SP235	
RNA5SP236	
RNA5SP234	
RNA5SP246	
RNA5SP241	
RNA5SP261	
RNA5SP260	
RNA5SP249	
RNA5SP255	
RNA5SP258	
RNA5SP245	
RNA5SP242	
RNA5SP259	
RNA5SP250	
RNA5SP247	
RNA5SP267	
RNA5SP268	
RNA5SP279	
RNA5SP278	
RNA5SP275	
RNA5SP274	
RNA5SP269	
RNA5SP276	
RNA5SP270	
RNA5SP265	
RNA5SP277	
RNA5SP271	
RNA5SP281	
RNA5SP290	
RNA5SP282	
RNA5SP280	
RNA5SP295	
RNA5SP283	
RNA5SP293	
RNA5SP292	
RNA5SP289	
RNA5SP287	
RNA5SP285	
RNA5SP286	
RNA5SP502	
RNA5SP501	
RNA5SP513	
RNA5SP500	
RNA5SP510	
RNA5SP507	
RNA5SP503	
RNA5SP504	
RNA5SP511	
RNA5SP505	
RNA5SP509	
RNA5SP508	
RNA5-8SP2	
RNA5SP300	
RNA5SP306	
RNA5SP519	
RNA5SP514	
RNA5SP307	
RNA5SP308	
RNA5SP516	
RNA5SP301	
RNA5SP305	
RNA5SP515	
RNA5SP304	
RNA5SP325	
RNA5SP328	
RNA5SP323	
RNA5SP329	
RNA5SP326	
RNA5SP331	
RNA5SP322	
RNA5SP332	
RNA5SP330	
RNA5SP324	
RNA5SP320	
RNA5SP327	
RNA5SP356	
RNA5SP353	
RNA5SP354	
RNA5SP358	
RNA5SP352	
RNA5SP347	
RNA5SP339	
RNA5SP338	
RNA5SP359	
RNA5SP337	
RNA5SP336	
RNA5SP341	
RNA5SP361	
RNA5SP378	
RNA5SP373	
RNA5SP366	
RNA5SP374	
RNA5SP372	
RNA5SP363	
RNA5SP368	
RNA5SP364	
RNA5SP371	
RNA5SP362	
RNA5SP367	
RNA5SP380	
RNA5SP384	
RNA5SP391	
RNA5SP400	
RNA5SP397	
RNA5SP382	
RNA5SP395	
RNA5SP379	
RNA5SP393	
RNA5SP388	
RNA5SP392	
RNA5SP390	
RNA5SP405	
RNA5SP416	
RNA5SP413	
RNA5SP421	
RNA5SP406	
RNA5SP408	
RNA5SP422	
RNA5SP401	
RNA5SP419	
RNA5SP415	
RNA5SP420	
RNA5SP417	
RNA5SP426	
RNA5SP433	
RNA5SP430	
RNA5SP441	
RNA5SP425	
RNA5SP437	
RNA5SP436	
RNA5SP434	
RNA5SP427	
RNA5SP432	
RNA5SP431	
RNA5SP445	
RNA5SP462	
RNA5SP452	
RNA5SP461	
RNA5SP457	
RNA5SP449	
RNA5SP453	
RNA5SP450	
RNA5SP446	
RNA5SP460	
RNA5SP459	
RNA5SP447	
RNA5SP456	
RNA5SP478	
RNA5SP479	
RNA5SP477	
RNA5SP470	
RNA5SP472	
RNA5SP464	
RNA5SP471	
LGMD1B~withdrawn	
RNA5SP469	
RNA5SP481	
RNA5SP474	
RNA5SP475	
RNA5SP465	
TMSB10P2	
RNA5SP484	
RNA5SP483	
RNA5SP489	
RNA5SP482	
RNA5SP486	
RNY1P6	
RNA5SP490	
RNA5SP491	
SNX2P2	
RNA5SP488	
RNA5SP487	
RPSAP64	
CHEK2P3	
RNY1P3	
RNY4P23	
RPS21P8	
ASNSP5	
RNY1P4	
RNU5E-3P	
FHP1	
GPM6BP3	
RNY1P1	
RNY4P27	
RNU5F-6P	
RNU5E-4P	
RNU5A-2P	
RNY3P10	
RNU2-6P	
RNY4P29	
RPL18AP17	
RNU5E-6P	
RNU2-7P	
RNY4P28	
RNU5F-5P	
RNU1-19P	
MORF4L1P6	
RNU5F-3P	
PSPC1P2	
RNU5F-4P	
RNU1-21P	
RNU1-22P	
SNX3P1X	
USP9YP22	
PRSS19~withdrawn	
TMEM97P1	
RNU4ATAC2P	
RNU5E-10P	
PGAM1P3	
FGFR1OP2P1	
GRAMD4P2	
HMGB3P12	
ORAOV1P1	
HMGB1P31	
HMGB1P47	
HMGB1P41	
HMGB1P42	
MEAF6P1	
DUTP2	
DPPA5P2	
HMGB3P25	
UBE2D3P3	
EIF2AP3	
POM121L13P	
USP9YP30	
USP9YP12	
RAC1P7	
RNU4ATAC13P	
SNRPGP3	
EIF2AP4	
CDKN2AIPNLP3	
LINC00328-2P	
RAC1P8	
SNRPGP8	
HNRNPA1P19	
SNRPFP2	
PRSS20~withdrawn	
SNRPEP5	
SNRPGP5	
SNRPEP9	
SNRPEP7	
TIMM8BP2	
SNRPEP6	
IPPKP1	
SNRPGP11	
SPDYE20P	
HMGN1P8	
CHCHD2P5	
SNRPGP12	
SNRPGP13	
TIMM8BP1	
SNRPGP14	
HIGD1AP7	
HMGN1P16	
RNU6-4P	
HMGN1P13	
ATP6V0E1P1	
HMGN1P10	
HIGD1AP4	
HMGN1P34	
HMGN1P33	
HIGD1AP9	
HMGN1P18	
HIGD1AP2	
HMGN1P35	
CASP1P1	
HIGD1AP11	
HMGN1P24	
HIGD1AP14	
HMGN1P22	
HIGD1AP13	
HMGN2P27	
HMGN1P28	
HMGN2P21	
HMGN2P19	
HMGN2P32	
NIPA2P5	
EEF1A1P41	
HMGN2P36	
RN7SKP34	
HMGN2P43	
BRK1P2	
PIEZO1P2	
HMGN2P39	
RNA5SP226	
CHCHD2P4	
SPTLC1P2	
CHCHD2P1	
RBMY1KP	
ATP6V0E1P4	
SPTLC1P3	
CYP46A4P	
TOMM22P4	
POLR2KP1	
PSMA6P3	
ELOBP4	
CYP2C115P	
LAMTOR3P2	
SPTLC1P1	
SPTLC1P5	
ENO1P4	
RNU7-102P	
ST6GALNAC4P1	
MRPS31P4	
MED15P7	
UNC93B8	
UNC93B7	
MTND1P23	
DUX4L45	
HNRNPA1P34	
NDUFS5P1	
CCDC74BP1	
OLA1P3	
ELOCP26	
TCEAL8P1	
LUZP4P1	
HNRNPA1P57	
BNIP3P13	
FCF1P2	
DUX4L25	
RNU6-49P	
RNU6-5P	
KRT18P53	
RNU6-43P	
RNU6-37P	
RNU6-41P	
PRSS6~withdrawn	
DPH3P2	
RNU6-27P	
RNU6-44P	
RNU6-3P	
RNU6-73P	
USP9YP16	
RNU6-62P	
HSFY7P	
USP9YP26	
USP9YP33	
PRYP5	
USP9YP36	
USP9YP31	
RNU6-54P	
CYP3A52P	
RNY3P1	
RNA5SP50	
RNA5SP297	
RNA5SP243	
RNA5SP99	
RNA5SP106	
RNA5SP315	
RNA5SP140	
PRSS9~withdrawn	
RNA5SP317	
RNA5SP206	
RNA5SP263	
RNA5SP172	
RNA5SP377	
RNA5SP335	
RNA5SP439	
RNA5SP376	
RNA5SP458	
RNU7-97P	
RNA5SP355	
RNA5SP403	
RNU7-90P	
PRSSL1~withdrawn	
LRRC37A13P	
AIG1P1	
WBP1LP1	
WBP1LP7	
PQLC1P1	
TRMT112P2	
GZMAP1	
FCF1P5	
CHCHD4P5	
MTATP8P2	
CRIP1P3	
FCF1P10	
TUBAP4	
EFCAB14P1	
TMEM256P2	
MED28P5	
C1orf11~withdrawn	
NDUFA3P6	
COPS8P3	
RNU7-92P	
FABP12P1	
RNU7-95P	
SOD1P1	
RN7SKP45	
RN7SKP48	
RN7SKP52	
RN7SKP78	
RN7SKP63	
RN7SKP61	
RN7SKP65	
RN7SKP59	
RN7SKP57	
RN7SKP38	
RN7SKP117	
RN7SKP105	
RN7SKP89	
RN7SKP112	
RN7SKP115	
RN7SKP83	
RN7SKP111	
RN7SKP93	
RN7SKP99	
RN7SKP106	
RN7SKP137	
RN7SKP123	
RN7SKP129	
RN7SKP128	
RNU6-101P	
RN7SKP151	
RN7SKP141	
RN7SKP131	
RN7SKP134	
RN7SKP146	
RN7SKP144	
RN7SKP175	
RN7SKP198	
RN7SKP182	
RN7SKP196	
IGHV1-E~withdrawn	
RN7SKP178	
RN7SKP163	
RN7SKP168	
RN7SKP189	
RN7SKP181	
RN7SKP230	
RN7SKP211	
RN7SKP205	
RN7SKP203	
RN7SKP225	
RN7SKP231	
RN7SKP217	
RN7SKP235	
RN7SKP238	
RN7SKP223	
RN7SKP257	
RN7SKP277	
RN7SKP240	
RN7SKP276	
RN7SKP260	
RN7SKP252	
RN7SKP268	
RN7SKP270	
RN7SKP250	
RN7SKP262	
RN7SKP289	
RN7SKP288	
RNU4ATAC15P	
RN7SKP294	
RN7SL25P	
RN7SKP297	
RN7SKP284	
RN7SL11P	
RN7SL16P	
RN7SL58P	
RN7SL37P	
RN7SL36P	
RN7SL65P	
RNU1-56P	
RN7SL50P	
RN7SL30P	
RN7SL62P	
RN7SL83P	
RN7SL77P	
RNU1-57P	
RN7SL81P	
RN7SL70P	
RN7SL101P	
RN7SL89P	
SPG5A~withdrawn	
RN7SL76P	
RNU1-59P	
RN7SL140P	
RN7SL125P	
RN7SL106P	
RN7SL121P	
RN7SL117P	
RN7SL111P	
RN7SL143P	
IGHJ~withdrawn	
RN7SL159P	
RN7SL170P	
RN7SL154P	
RNU1-64P	
RN7SL163P	
RN7SL165P	
RN7SL178P	
RN7SL166P	
RN7SL196P	
TSSC6~withdrawn	
RN7SL202P	
RNU1-67P	
RN7SL182P	
RN7SL203P	
RN7SL205P	
RN7SL188P	
RN7SL211P	
RN7SL229P	
RN7SL237P	
PCANAP5~withdrawn	
RN7SL234P	
RN7SL214P	
RN7SL219P	
RN7SL239P	
RN7SL225P	
RN7SL230P	
RN7SL283P	
RN7SL274P	
RNU1-80P	
IGKV2OR2-1A~withdrawn	
RN7SL268P	
RN7SL269P	
RN7SL261P	
RN7SL277P	
RN7SL262P	
RN7SL255P	
RN7SL294P	
RN7SL291P	
RN7SL800P	
RN7SL305P	
RN7SL285P	
RN7SL317P	
RN7SL286P	
RN7SL310P	
RN7SL308P	
RN7SL326P	
RN7SL339P	
RN7SL322P	
RN7SL331P	
RN7SL332P	
RN7SL346P	
RN7SL319P	
RNU1-75P	
RN7SL359P	
RN7SL352P	
RN7SL368P	
RN7SL364P	
RN7SL380P	
RN7SL356P	
RNU1-77P	
RN7SL383P	
RN7SL399P	
RN7SL423P	
RN7SL415P	
RN7SL388P	
RN7SL404P	
TCRAV5S1~withdrawn	
RN7SL390P	
RN7SL405P	
RN7SL447P	
RN7SL455P	
RN7SL465P	
RN7SL462P	
RNU1-82P	
RN7SL454P	
RN7SL446P	
RN7SL441P	
RN7SL502P	
RNU1-83P	
RN7SL470P	
RN7SL483P	
RN7SL488P	
RN7SL495P	
RN7SL479P	
RN7SL492P	
TCRBV11O~withdrawn	
RN7SL516P	
RN7SL539P	
RN7SL523P	
RN7SL510P	
RN7SL519P	
RNU1-85P	
RN7SL509P	
RN7SL531P	
RN7SL571P	
TCRBV15O~withdrawn	
RN7SL578P	
RNU1-87P	
RN7SL554P	
RN7SL555P	
RN7SL570P	
RN7SL575P	
RN7SL547P	
RN7SL594P	
RN7SL597P	
TCRBV2O~withdrawn	
RN7SL615P	
RN7SL581P	
RN7SL585P	
RN7SL606P	
RN7SL582P	
RN7SL610P	
RN7SL647P	
RN7SL645P	
RN7SL625P	
RN7SL629P	
RNU1-93P	
RN7SL620P	
RN7SL635P	
RN7SL618P	
RN7SL677P	
RN7SL667P	
RN7SL688P	
RN7SL684P	
TCRBV4O~withdrawn	
RN7SL674P	
RNU1-96P	
RN7SL685P	
